         390556 function calls (381743 primitive calls) in 22.466 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 patches.py:3136(_Base)
        1    0.000    0.000    0.000    0.000 dviread.py:493(Vf)
        1    0.000    0.000    0.000    0.000 plotting.py:2044(HistPlot)
        1    0.000    0.000    0.000    0.000 internals.py:1528(FloatBlock)
        1    0.000    0.000    0.000    0.000 _datasource.py:50(_FileOpeners)
        1    0.000    0.000    0.000    0.000 trirefine.py:51(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 httplib.py:1153(HTTP)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2331(Empty)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 ticker.py:214(Formatter)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3181(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 _compat.py:46(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 testing.py:2676(SubclassedSparseDataFrame)
        1    0.000    0.000    0.000    0.000 figure.py:59(AxesStack)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
        1    0.000    0.000    0.000    0.000 pytables.py:1709(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 decorators.py:100(Substitution)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3056(_PositionToken)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 transforms.py:1059(TransformedBbox)
        1    0.000    0.000    0.000    0.000 colorlog.py:61(ColoredFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:918(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 mlab.py:1628(PCA)
        1    0.000    0.000    0.000    0.000 colors.py:860(Normalize)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        2    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        2    0.000    0.000    0.000    0.000 six.py:62(__len__)
        1    0.000    0.000    0.000    0.000 patches.py:2787(Angle3)
        1    0.000    0.000    0.000    0.000 ops.py:333(_TimeOp)
        2    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        2    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 feedparser.py:158(FeedParser)
        1    0.000    0.000    0.000    0.000 urllib2.py:558(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        1    0.000    0.000    0.000    0.000 common.py:175(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 scale.py:119(Log10Transform)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 backend_tools.py:197(SetCursorBase)
        2    0.000    0.000    0.000    0.000 six.py:555(Iterator)
        1    0.000    0.000    0.000    0.000 pytables.py:384(ExprVisitor)
        1    0.000    0.000    0.000    0.000 plotting.py:1642(HexBinPlot)
        1    0.000    0.000    0.000    0.000 __init__.py:322(add_metaclass)
        1    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 pytables.py:1332(TableIterator)
        1    0.000    0.000    0.000    0.000 cbook.py:37(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 core.py:2569(MaskedIterator)
        1    0.000    0.000    0.000    0.000 expr.py:695(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 ticker.py:349(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2171(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 ticker.py:1218(Base)
        1    0.000    0.000    0.000    0.000 widgets.py:138(Button)
        1    0.000    0.000    0.000    0.000 converter.py:857(TimeSeries_DateLocator)
        1    0.000    0.000    0.000    0.000 indexing.py:1648(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 parsers.py:1368(CParserWrapper)
        1    0.000    0.000    0.000    0.000 scale.py:18(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:169(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 polar.py:85(PolarAffine)
        1    0.000    0.000    0.000    0.000 __init__.py:98(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 units.py:121(__init__)
        1    0.000    0.000    0.000    0.000 testing.py:2664(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 plm.py:497(MovingPanelOLS)
        1    0.000    0.000    0.000    0.000 transforms.py:2650(TransformedPath)
        1    0.000    0.000    0.000    0.000 __init__.py:1185(ResourceManager)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4258(Dict)
        1    0.000    0.000    0.000    0.000 urllib.py:862(ftpwrapper)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 ticker.py:309(FuncFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 types.py:128(Choice)
        1    0.000    0.000    0.000    0.000 rrule.py:1089(_iterinfo)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 scale.py:326(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 converter.py:108(TimeFormatter)
        1    0.000    0.000    0.000    0.000 codecs.py:180(__init__)
        1    0.000    0.000    0.000    0.000 blocking_input.py:299(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1247(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 dviread.py:599(Tfm)
        1    0.000    0.000    0.000    0.000 getopt.py:38(GetoptError)
        1    0.000    0.000    0.000    0.000 merge.py:429(_MergeOperation)
        1    0.000    0.000    0.000    0.000 __init__.py:292(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 core.py:892(MultiCommand)
        1    0.000    0.000    0.000    0.000 httplib.py:1379(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 mathtext.py:883(StixFonts)
        1    0.000    0.000    0.000    0.000 polynomial.py:22(RankWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:455(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 rcsetup.py:51(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 {posix.ctermid}
        1    0.000    0.000    0.000    0.000 tricontour.py:12(TriContourSet)
        1    0.000    0.000    0.000    0.000 core.py:416(close)
        1    0.000    0.000    0.000    0.000 generic.py:2730(__getattr__)
        1    0.000    0.000    0.000    0.000 pytables.py:459(Expr)
        1    0.000    0.000    0.000    0.000 mathtext.py:1909(Ship)
        1    0.000    0.000    0.000    0.000 patches.py:1964(Square)
        1    0.000    0.000    0.000    0.000 offsets.py:898(BusinessHour)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 dviread.py:412(DviFont)
        1    0.000    0.000    0.000    0.000 core.py:1678(Argument)
        1    0.000    0.000    0.000    0.000 backend_bases.py:142(ShowBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:156(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 core.py:719(Command)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(UsageError)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 core.py:1414(Option)
        1    0.000    0.000    0.000    0.000 patches.py:3397(CurveB)
        1    0.000    0.000    0.000    0.000 geo.py:337(HammerTransform)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1392(LocationEvent)
        1    0.000    0.000    0.000    0.000 legend.py:53(DraggableLegend)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 collections.py:1037(LineCollection)
        1    0.000    0.000    0.000    0.000 core.py:855(_DomainGreater)
        1    0.000    0.000    0.000    0.000 mathtext.py:389(Fonts)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
        1    0.000    0.000    0.000    0.000 dviread.py:786(Encoding)
        1    0.000    0.000    0.000    0.000 scale.py:233(LogScale)
        1    0.000    0.000    0.000    0.000 cbook.py:1072(__Full)
        1    0.000    0.000    0.000    0.000 handlers.py:1112(BufferingHandler)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:116(InvertedPolarTransform)
        2    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:33(FancyGetopt)
        1    0.000    0.000    0.000    0.000 format.py:91(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 transforms.py:2520(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 utils.py:329(get_os_args)
        1    0.000    0.000    0.000    0.000 internals.py:1631(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 __init__.py:1401(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
        1    0.000    0.000    0.000    0.000 httplib.py:255(HTTPMessage)
        1    0.000    0.000    0.000    0.000 __init__.py:225(LogRecord)
        1    0.000    0.000    0.000    0.000 colorlog.py:40(__dict)
        1    0.000    0.000    0.000    0.000 chainmap_impl.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 {_codecs.lookup}
        1    0.000    0.000    0.000    0.000 html.py:480(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 patches.py:3377(CurveA)
        1    0.000    0.000    0.000    0.000 streamplot.py:276(Grid)
        1    0.000    0.000    0.000    0.000 converter.py:183(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 base.py:26(StringMixin)
        1    0.000    0.000    0.000    0.000 mathtext.py:1811(Kern)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:19(TriInterpolator)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(MissingParameter)
        1    0.000    0.000    0.000    0.000 offsets.py:2049(YearOffset)
        1    0.000    0.000    0.000    0.000 mlab.py:3637(GaussianKDE)
        1    0.000    0.000    0.000    0.000 mlab.py:3030(FormatFloat)
        1    0.000    0.000    0.000    0.000 widgets.py:2122(LassoSelector)
        1    0.000    0.000    0.000    0.000 figure.py:159(SubplotParams)
        1    0.000    0.000    0.000    0.000 parser.py:165(__init__)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 colors.py:1252(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 scale.py:519(LogisticTransform)
        1    0.000    0.000    0.000    0.000 testing.py:2688(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 __init__.py:14(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:41(_IndexSlice)
        1    0.000    0.000    0.000    0.000 transforms.py:2560(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 config.py:333(ConvertingList)
        1    0.000    0.000    0.000    0.000 config.py:318(ConvertingDict)
        2    0.000    0.000    0.000    0.000 {pandas.lib.isscalar}
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
        1    0.000    0.000    0.000    0.000 widgets.py:625(RadioButtons)
        2    0.000    0.000    0.000    0.000 version.py:96(is_prerelease)
        1    0.000    0.000    0.000    0.000 parsers.py:2880(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 lines.py:1449(VertexSelector)
        1    0.000    0.000    0.000    0.000 tz.py:159(_ttinfo)
        2    0.000    0.000    0.000    0.000 {method 'lstrip' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:400(is_platform_windows)
        1    0.000    0.000    0.000    0.000 patches.py:2125(Round)
        1    0.000    0.000    0.000    0.000 resample.py:606(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 categorical.py:1918(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 ticker.py:336(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:3883(Wedge)
        1    0.000    0.000    0.000    0.000 offsetbox.py:980(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:197(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 plotting.py:3561(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 geo.py:417(MollweideTransform)
        1    0.000    0.000    0.000    0.000 handlers.py:950(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 units.py:54(AxisInfo)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 types.py:342(Path)
        1    0.000    0.000    0.000    0.000 frequencies.py:26(FreqGroup)
        1    0.000    0.000    0.000    0.000 base.py:761(FrozenNDArray)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 core.py:1181(CommandCollection)
        1    0.000    0.000    0.000    0.000 expressions.py:33(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 urllib2.py:1233(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 geo.py:478(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 pytables.py:2134(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        1    0.000    0.000    0.000    0.000 types.py:178(IntRange)
        1    0.000    0.000    0.000    0.000 plotting.py:1578(ScatterPlot)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:172(AddrlistClass)
        1    0.000    0.000    0.000    0.000 dates.py:800(RRuleLocator)
        1    0.000    0.000    0.000    0.000 format.py:1353(CSVFormatter)
        1    0.000    0.000    0.000    0.000 offsets.py:1256(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1101(MonthOffset)
        1    0.000    0.000    0.000    0.000 base.py:164(PandasDelegate)
        1    0.000    0.000    0.000    0.000 image.py:557(AxesImage)
        1    0.000    0.000    0.000    0.000 scale.py:144(Log2Transform)
        1    0.000    0.000    0.000    0.000 arrayprint.py:634(IntegerFormat)
        1    0.000    0.000    0.000    0.000 urllib2.py:735(ProxyHandler)
        2    0.000    0.000    0.000    0.000 lazy.py:87(LazyList)
        1    0.000    0.000    0.000    0.000 mathtext.py:1883(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 config.py:489(DictConfigurator)
        1    0.000    0.000    0.000    0.000 converter.py:939(TimeSeries_DateFormatter)
        1    0.000    0.000    0.000    0.000 httplib.py:1249(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 format.py:322(TableFormatter)
        1    0.000    0.000    0.000    0.000 common.py:237(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 patches.py:2188(Round4)
        1    0.000    0.000    0.000    0.000 indexing.py:1683(_AtIndexer)
        1    0.000    0.000    0.000    0.000 scale.py:180(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 feedparser.py:43(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 patches.py:2243(Sawtooth)
        1    0.000    0.000    0.000    0.000 extras.py:1398(mr_class)
        1    0.000    0.000    0.000    0.000 pytables.py:2797(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 cbook.py:293(tostr)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 json.py:55(Writer)
        1    0.000    0.000    0.000    0.000 format.py:2532(EngFormatter)
        2    0.000    0.000    0.000    0.000 core.py:801(show_help)
        1    0.000    0.000    0.000    0.000 format.py:1937(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 cbook.py:568(silent_list)
        1    0.000    0.000    0.000    0.000 config.py:178(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2584(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 cbook.py:1039(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:537(LogitScale)
        1    0.000    0.000    0.000    0.000 merge.py:870(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 scale.py:130(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 collections.py:1574(PatchCollection)
        1    0.000    0.000    0.000    0.000 backend_tools.py:592(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 widgets.py:475(CheckButtons)
        1    0.000    0.000    0.000    0.000 httplib.py:1338(IncompleteRead)
        1    0.000    0.000    0.000    0.000 handlers.py:599(DatagramHandler)
        1    0.000    0.000    0.000    0.000 info.py:20(<module>)
        1    0.000    0.000    0.000    0.000 log.py:14(Log)
        1    0.000    0.000    0.000    0.000 widgets.py:1016(MultiCursor)
        1    0.000    0.000    0.000    0.000 reshape.py:30(_Unstacker)
        1    0.000    0.000    0.000    0.000 __init__.py:1689(NullHandler)
        2    0.000    0.000    0.000    0.000 lazy.py:140(LazySet)
        1    0.000    0.000    0.000    0.000 plistlib.py:230(PlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:379(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 core.py:961(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 handlers.py:872(SMTPHandler)
        1    0.000    0.000    0.000    0.000 window.py:1167(RollingGroupby)
        1    0.000    0.000    0.000    0.000 scale.py:496(LogitTransform)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(NoSuchOption)
        2    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 config.py:285(ConvertingMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:514(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 collections.py:1023(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 plotting.py:2176(PiePlot)
        1    0.000    0.000    0.000    0.000 handlers.py:1050(HTTPHandler)
        1    0.000    0.000    0.000    0.000 cbook.py:928(Xlator)
        1    0.000    0.000    0.000    0.000 exceptions.py:200(Abort)
        1    0.000    0.000    0.000    0.000 format.py:2170(PeriodArrayFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:3437(CurveFilledA)
        1    0.000    0.000    0.000    0.000 __init__.py:201(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 resample.py:765(PeriodIndexResampler)
        1    0.000    0.000    0.000    0.000 cbook.py:1305(maxdict)
        1    0.000    0.000    0.000    0.000 widgets.py:2051(EllipseSelector)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
        1    0.000    0.000    0.000    0.000 gridspec.py:187(GridSpec)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 urllib2.py:1245(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 ast.py:217(NodeVisitor)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 backend_tools.py:538(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 testing.py:1980(TestSubDict)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 format.py:2329(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mlab.py:3014(FormatString)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(Fil)
        1    0.000    0.000    0.000    0.000 indexing.py:1260(_IXIndexer)
        1    0.000    0.000    0.000    0.000 trifinder.py:29(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 pytables.py:106(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 plistlib.py:393(PlistParser)
        1    0.000    0.000    0.000    0.000 gridspec.py:318(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 mlab.py:3100(FormatDatetime)
        1    0.000    0.000    0.000    0.000 urllib2.py:1085(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 frequencies.py:964(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 base.py:455(_reset_identity)
        1    0.000    0.000    0.000    0.000 pytables.py:304(ConditionBinOp)
        1    0.000    0.000    0.000    0.000 pytables.py:2675(LegacyFixed)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        1    0.000    0.000    0.000    0.000 colors.py:1176(PowerNorm)
        1    0.000    0.000    0.000    0.000 internals.py:1608(IntBlock)
        1    0.000    0.000    0.000    0.000 geo.py:306(InvertedAitoffTransform)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 mathtext.py:1790(SsGlue)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1602(DraggableBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:134(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 patches.py:2074(DArrow)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 widgets.py:922(Cursor)
        1    0.000    0.000    0.000    0.000 ticker.py:257(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:781(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 random.py:805(SystemRandom)
        1    0.000    0.000    0.000    0.000 patches.py:3366(Curve)
        1    0.000    0.000    0.000    0.000 polar.py:169(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:291(strpdate2num)
        1    0.000    0.000    0.000    0.000 engines.py:20(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 ops.py:315(BinOp)
        1    0.000    0.000    0.000    0.000 transforms.py:2621(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 httplib.py:1327(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 mathtext.py:1586(Vlist)
        1    0.000    0.000    0.000    0.000 cbook.py:2362(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 __init__.py:329(CDLL)
        1    0.000    0.000    0.000    0.000 parser.py:613(_result)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 patches.py:3695(Simple)
        1    0.000    0.000    0.000    0.000 config.py:560(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 mathtext.py:1414(List)
        1    0.000    0.000    0.000    0.000 scale.py:216(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 lazy.py:117(LazySet)
        1    0.000    0.000    0.000    0.000 urllib2.py:1225(HTTPHandler)
        1    0.000    0.000    0.000    0.000 six.py:169(__init__)
        1    0.000    0.000    0.000    0.000 format.py:1632(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 converter.py:258(PandasAutoDateLocator)
        1    0.000    0.000    0.000    0.000 function_base.py:2047(vectorize)
        1    0.000    0.000    0.000    0.000 patches.py:3661(BarAB)
        1    0.000    0.000    0.000    0.000 plistlib.py:151(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1290(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 urllib2.py:537(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 resample.py:753(DatetimeIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 indexing.py:26(get_indexers_list)
        1    0.000    0.000    0.000    0.000 dates.py:1137(YearLocator)
        1    0.000    0.000    0.000    0.000 __init__.py:580(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 utils.py:1580(WarningMessage)
        1    0.000    0.000    0.000    0.000 patches.py:3781(Fancy)
        1    0.000    0.000    0.000    0.000 ticker.py:749(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 base.py:647(GroupByMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:1563(DefaultProvider)
        1    0.000    0.000    0.000    0.000 local.py:56(PosixPath)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 patches.py:3637(BracketB)
        1    0.000    0.000    0.000    0.000 mathtext.py:1840(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 json.py:437(SeriesParser)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 urllib2.py:1115(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 arrayprint.py:654(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 rcsetup.py:289(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 trirefine.py:14(TriRefiner)
        1    0.000    0.000    0.000    0.000 dates.py:308(bytespdate2num)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1315(Event)
        1    0.000    0.000    0.000    0.000 patches.py:3417(CurveAB)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 zipfile.py:262(ZipInfo)
        1    0.000    0.000    0.000    0.000 mlab.py:3083(FormatDate)
        1    0.000    0.000    0.000    0.000 widgets.py:96(AxesWidget)
        1    0.000    0.000    0.000    0.000 offsets.py:1071(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 series.py:324(name)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 mlab.py:3048(FormatInt)
        1    0.000    0.000    0.000    0.000 polyutils.py:58(RankWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:604(IResourceProvider)
        1    0.000    0.000    0.000    0.000 patches.py:3458(CurveFilledB)
        1    0.000    0.000    0.000    0.000 exceptions.py:161(BadOptionUsage)
        1    0.000    0.000    0.000    0.000 __init__.py:280(set_fileo)
        1    0.000    0.000    0.000    0.000 mathtext.py:1234(Node)
        1    0.000    0.000    0.000    0.000 scale.py:105(LogTransformBase)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
